Variety,GB Grade,Area (hectare),County,Producer
CARA,SE,7.3,Kincardine,The Firm of D M Cargill
BRITISH QUEEN,S,2,Angus,Pluckerston Farms
DESIREE,S,3.9,Angus,Pluckerston Farms
HERMES,SE,2.5,Angus,Pluckerston Farms
LADY ROSETTA,S,2.4,Angus,Meijer Potato UK
DESIREE,S,3.8,Angus,Pluckerston Farms
DESIREE,S,0.8,Angus,Pluckerston Farms
DESIREE,S,10.8,Angus,Pluckerston Farms
MARIS PIPER,S,11.2,Angus,Pluckerston Farms
MARIS PIPER,S,3.4,Angus,Pluckerston Farms
MARIS PIPER,S,3,Angus,Pluckerston Farms
MARIS PIPER,S,2,Angus,Pluckerston Farms
DESIREE,S,0.6,Angus,Pluckerston Farms
DESIREE,SE,2.4,Angus,Pluckerston Farms
DESIREE,S,10.1,Angus,Pluckerston Farms
MARIS PIPER,S,4,Angus,Pluckerston Farms
DESIREE,S,0.7,Angus,Pluckerston Farms
PENTLAND DELL,SE,3,Kincardine,R F Russell
CULTRA,S,1.8,Angus,Cullen Allen Ltd
CULTRA,S,1.3,Angus,Cullen Allen Ltd
CULTRA,S,0.7,Angus,Cullen Allen Ltd
LADY ANNA,S,3.8,Angus,Meijer Potato UK
MARIS PIPER,SE,10.5,Angus,J Zimmerman & Sons
MARIS PIPER,S,0.5,Angus,J Zimmerman & Sons
INNOVATOR,S,4,Angus,McCain Potatoes
ROYAL,S,4.4,Angus,McCain Potatoes
BANBA,S,0.4,Angus,IPM Potato Group Ltd
SLANEY,S,0.6,Angus,IPM Potato Group Ltd
MAYAN GOLD,S,0.001,Perth,The James Hutton Institute
GALACTICA,S,1,Angus,IPM Potato Group Ltd
GALACTICA,SE,6.2,Angus,IPM Potato Group Ltd
DAMASK,S,1.2,Angus,McCreight Potatoes Ltd
MARIS PIPER,S,8.5,Perth,Alexander Bayne & Son
MARIS PIPER,S,17.8,Perth,Alexander Bayne & Son
MONDEO,SE,0.7,Angus,McCreight Potatoes Ltd
ELLAND,S,5,Angus,Cygnet Potato Breeders Ltd
CULTRA,S,0.2,Angus,Cullen Allen Ltd
BANBA,SE,4.5,Angus,IPM Potato Group Ltd
SLANEY,SE,5.5,Angus,IPM Potato Group Ltd
CARA,SE,8.3,Angus,IPM Potato Group Ltd
BARNA,SE,5.5,Angus,IPM Potato Group Ltd
BARNA,S,0.7,Angus,IPM Potato Group Ltd
ROOSTER,S,1.6,Angus,IPM Potato Group Ltd
BANBA,SE,7.6,Angus,IPM Potato Group Ltd
BANBA,S,1.2,Angus,IPM Potato Group Ltd
CARA,S,2,Angus,IPM Potato Group Ltd
BURREN,SE,4.6,Angus,IPM Potato Group Ltd
BURREN,S,1,Angus,IPM Potato Group Ltd
GALACTICA,SE,3,Angus,IPM Potato Group Ltd
GALACTICA,S,0.4,Angus,IPM Potato Group Ltd
SLANEY,SE,3.6,Angus,IPM Potato Group Ltd
SLANEY,S,0.8,Angus,IPM Potato Group Ltd
CARA,SE,2,Angus,IPM Potato Group Ltd
BABY LOU,S,4.5,Angus,Solana Seeds United Kingdom Ltd
BABY LOU,S,1,Angus,Solana Seeds United Kingdom Ltd
OPAL,S,1,Angus,Solana Seeds United Kingdom Ltd
CARA,SE,2.4,Perth,W & J Clow
DESIREE,SE,8.4,Angus,Caird Potatoes Ltd
MARIS PIPER,S,4.9,Angus,Caird Potatoes Ltd
HERMES,S,2.4,Perth,W & J Clow
MARIS PIPER,S,2.3,Angus,Caird Potatoes Ltd
HERMES,E,9.4,Perth,W & J Clow
MARIS PIPER,S,3.2,Angus,Caird Potatoes Ltd
STEMSTER,S,1,Perth,Caledonia Potatoes Ltd
STEMSTER,S,2.9,Perth,Caledonia Potatoes Ltd
HERMES,E,5.6,Angus,W & J Clow
WILJA,S,3,Perth,J & E Smillie (Growers) Ltd
KESTREL,S,2.6,Perth,Caledonia Potatoes Ltd
KESTREL,S,4,Perth,Caledonia Potatoes Ltd
STEMSTER,SE,0.8,Perth,Caledonia Potatoes Ltd
MARIS PIPER,S,2.2,Angus,Caird Potatoes Ltd
VALOR,SE,4.7,Perth,Caledonia Potatoes Ltd
ESTIMA,S,5.7,Perth,J & E Smillie (Growers) Ltd
OSPREY,S,3.6,Perth,Caledonia Potatoes Ltd
DESIREE,S,1.5,Angus,Caird Potatoes Ltd
OSPREY,S,4.4,Perth,Caledonia Potatoes Ltd
HARMONY,S,2.5,Perth,Caledonia Potatoes Ltd
HARMONY,SE,3.6,Perth,Caledonia Potatoes Ltd
MARIS PIPER,S,7.6,Angus,Caird Potatoes Ltd
VALOR,SE,4.3,Perth,Caledonia Potatoes Ltd
CARA,S,5.9,Kincardine,J & E Smillie (Growers) Ltd
CARA,E,10,Kincardine,J & E Smillie (Growers) Ltd
CHARLOTTE,S,4,Angus,Caird Potatoes Ltd
DESIREE,S,7.3,Perth,J & E Smillie (Growers) Ltd
DESIREE,S,5,Perth,J & E Smillie (Growers) Ltd
MARIS PIPER,S,2.3,Angus,Caird Potatoes Ltd
MARKIES,S,1.9,Perth,Agrico UK Ltd
MARKIES,S,3.8,Perth,Agrico UK Ltd
MARKIES,S,4.4,Perth,Agrico UK Ltd
MARIS PEER,S,4.3,Perth,J & E Smillie (Growers) Ltd
MARIS PIPER,S,5.7,Angus,Caird Potatoes Ltd
MARKIES,S,0.8,Angus,Agrico UK Ltd
MARIS PIPER,S,4,Angus,Caird Potatoes Ltd
MARKIES,SE,2.9,Angus,Agrico UK Ltd
PREMIERE,SE,3.5,Angus,Agrico UK Ltd
ARSENAL,E,0.5,Angus,Agrico UK Ltd
HERMES,SE,5.2,Angus,D A Ramsay
HERMES,SE,2.2,Angus,D A Ramsay
HERMES,SE,3.2,Angus,D A Ramsay
HERMES,SE,6,Angus,D A Ramsay
HERMES,SE,3.9,Angus,D A Ramsay
HERMES,SE,4,Angus,D A Ramsay
HERMES,SE,3,Angus,D A Ramsay
MARIS PIPER,S,6.8,Angus,J & M Anderson Ltd
MARIS PIPER,S,0.8,Angus,J & M Anderson Ltd
ROYAL,S,8,Angus,McCain Potatoes
MARKIES,S,0.6,Kincardine,Agrico UK Ltd
ROYAL,S,1.5,Angus,McCain Potatoes
MARKIES,SE,3.3,Kincardine,Agrico UK Ltd
PENTLAND DELL,S,4.3,Angus,J & M Anderson Ltd
CARA,SE,7.8,Angus,IPM Potato Group Ltd
SLANEY,SE,11.3,Angus,IPM Potato Group Ltd
ROYAL,S,3,Angus,McCain Potatoes
MARFONA,S,6,Angus,Strathmore Potatoes Ltd
MARIS PIPER,S,1.1,Angus,A J Allan (Brechin) Ltd
MARIS PIPER,S,2.8,Angus,A J Allan (Brechin) Ltd
MARIS PIPER,S,3.2,Angus,A J Allan (Brechin) Ltd
GALACTICA,SE,5.4,Angus,IPM Potato Group Ltd
MARIS PIPER,S,10,Angus,A J Allan (Brechin) Ltd
CARA,SE,6.5,Kincardine,IPM Potato Group Ltd
SLANEY,S,3.5,Kincardine,IPM Potato Group Ltd
SLANEY,SE,2.5,Kincardine,IPM Potato Group Ltd
ROOSTER,SE,6.1,Angus,IPM Potato Group Ltd
FANDANGO,SE,0.4,Aberdeen,IPM Potato Group Ltd
BURREN,S,0.9,Aberdeen,IPM Potato Group Ltd
BURREN,SE,6.3,Aberdeen,IPM Potato Group Ltd
FANDANGO,SE,4.7,Aberdeen,IPM Potato Group Ltd
DAISY,S,9.4,Angus,McCain Potatoes
GALACTICA,S,2,Aberdeen,IPM Potato Group Ltd
GALACTICA,SE,1.3,Aberdeen,IPM Potato Group Ltd
ROOSTER,S,0.8,Aberdeen,IPM Potato Group Ltd
CARA,S,2.6,Aberdeen,IPM Potato Group Ltd
CARA,SE,1.7,Aberdeen,IPM Potato Group Ltd
BARNA,S,0.8,Aberdeen,IPM Potato Group Ltd
BARNA,SE,5.2,Aberdeen,IPM Potato Group Ltd
CULTRA,S,1.5,Angus,Cullen Allen Ltd
HERMES,S,3.6,Inverness,Saltire Seed Ltd
INNOVATOR,PB,2.6,Inverness,HZPC UK Limited
BROOKE,S,4.2,Inverness,Saltire Seed Ltd
MOZART,S,2.4,Inverness,HZPC UK Limited
DAISY,S,0.9,Inverness,WCM Ltd for Germicopa UK Ltd
BROOKE,S,2.5,Inverness,Saltire Seed Ltd
KERR'S PINK,SE,2.9,Inverness,W W Martin & Son Potatoes Limited
ROOSTER,SE,6.7,Inverness,IPM Potato Group Ltd
BROOKE,S,2.8,Inverness,Saltire Seed Ltd
ROOSTER,PB,2.3,Inverness,IPM Potato Group Ltd
ROOSTER,SE,0.6,Inverness,IPM Potato Group Ltd
DESIREE,PB,1.6,Inverness,W W Martin & Son Potatoes Limited
VR 808,S,8,Ross,Stet Potato Ltd for Saltire Seed Ltd
JAZZY,PB,0.93,Ross,Meijer Potato UK
LADY ROSETTA,PB,0.63,Ross,Meijer Potato UK
HERMES,S,1.2,Ross,Saltire Seed Ltd
BROOKE,S,6.4,Ross,Saltire Seed Ltd
TYSON,S,4.5,Ross,Stet for Greenvale AP
SHELFORD,S,3.1,Ross,Saltire Seed Ltd
MOZART,PB,1.2,Ross,HZPC UK Limited
PIROL,S,2.5,Ross,Saltire Seed Ltd
DAISY,S,1.3,Ross,McCain Potatoes
KERR'S PINK,PB,0.1,Ross,W W Martin & Son Potatoes Limited
PIROL,PB,0.15,Ross,Saltire Seed Ltd
KING EDWARD,PB,0.1,Ross,W W Martin & Son Potatoes Limited
PICASSO,PB,0.16,Ross,Agrico UK Ltd
BABYLON,PB,0.17,Ross,Agrico UK Ltd
ROOSTER,PB,0.2,Ross,IPM Potato Group Ltd
ORLA,PB,0.26,Ross,IPM Potato Group Ltd
HERMES,PB,0.3,Ross,Saltire Seed Ltd
KARELIA,PB,0.22,Ross,Europlant for Greenvale AP
ESTIMA,PB,0.25,Ross,W W Martin & Son Potatoes Limited
LADY ANNA,PB,0.52,Ross,Meijer Potato UK
NECTAR,PB,0.44,Ross,IPM Potato Group Ltd
PANTHER,PB,0.54,Ross,HZPC UK Limited
BROOKE,S,0.9,Ross,Saltire Seed Ltd
LADY CLAIRE,PB,1.1,Ross,Meijer Potato UK
DAISY,PB,0.67,Ross,McCain Potatoes
VR 808,PB,1.1,Ross,Stet Potato Ltd for Saltire Seed Ltd
NECTAR,PB,2,Ross,IPM Potato Group Ltd
INNOVATOR,PB,2,Ross,HZPC UK Limited
PICASSO,PB,1.7,Ross,Agrico UK Ltd
DAISY,S,0.8,Ross,McCain Potatoes
ORLA,PB,1.54,Ross,IPM Potato Group Ltd
KING EDWARD,PB,1.3,Ross,W W Martin & Son Potatoes Limited
DAISY,S,4.4,Ross,McCain Potatoes
TYSON,PB,1.1,Inverness,Stet for Greenvale AP
HERMES,S,1.6,Inverness,Saltire Seed Ltd
INNOVATOR,S,10.5,Angus,McCain Potatoes
ELLAND,S,8.4,Angus,Cygnet Potato Breeders Ltd
SHEPODY,S,3.5,Angus,McCain Potatoes
SHEPODY,SE,4,Angus,McCain Potatoes
DAISY,S,6.7,Angus,McCain Potatoes
ROYAL,S,11.5,Angus,McCain Potatoes
INNOVATOR,S,4,Ross,McCain Potatoes
INNOVATOR,S,4.9,Ross,McCain Potatoes
SHEPODY,S,4.9,Ross,McCain Potatoes
DAISY,PB,1.17,Ross,McCain Potatoes
DAISY,S,4.9,Ross,McCain Potatoes
KING RUSSET,S,2.2,Ross,McCain Potatoes
KING RUSSET,S,5.7,Ross,McCain Potatoes
SHEPODY,PB,0.14,Ross,McCain Potatoes
ROYAL,PB,0.1,Ross,McCain Potatoes
PENTLAND DELL,PB,0.05,Ross,McCain Potatoes
PREMIERE,PB,0.19,Ross,McCain Potatoes
MORENE,PB,0.23,Ross,McCain Potatoes
KING RUSSET,PB,0.23,Ross,McCain Potatoes
INNOVATOR,PB,0.32,Ross,McCain Potatoes
DAISY,PB,0.13,Ross,McCain Potatoes
AMORA,PB,0.08,Ross,Mercian Limited
HUTTON HERO,S,0.1,Angus,The James Hutton Institute
PERFORMER,S,3.4,Angus,Agrico UK Ltd
EUROSTAR,S,0.7,Angus,Stet Potato Ltd
CAMEL,S,6.4,Angus,Stet Potato Ltd
KERR'S PINK,PB,0.02,Inverness,W W Martin & Son Potatoes Limited
KING EDWARD,PB,0.02,Inverness,W W Martin & Son Potatoes Limited
PICASSO,PB,0.02,Inverness,Agrico UK Ltd
BABYLON,PB,0.02,Inverness,Agrico UK Ltd
ORLA,PB,0.02,Inverness,IPM Potato Group Ltd
PIROL,PB,0.02,Inverness,Saltire Seed Ltd
MARABEL,S,3.6,Angus,Albert Bartlett & Sons (Airdrie) Ltd
SH C 1010,S,0.6,Angus,Stet Potato Ltd
EUROSTAR,S,4,Angus,Stet Potato Ltd
EUROSTAR,S,0.8,Angus,Stet Potato Ltd
EUROSTAR,S,7.8,Angus,Stet Potato Ltd
ELLAND,S,3.8,Angus,Cygnet Potato Breeders Ltd
SH C 1010,S,5.7,Angus,Stet Potato Ltd
DAISY,S,1.5,Angus,McCain Potatoes
ROYAL,S,5.9,Angus,McCain Potatoes
ROYAL,SE,1.5,Angus,McCain Potatoes
PANTHER,E,1.6,Angus,HZPC UK Limited
EUROSTAR,S,3.9,Angus,Stet Potato Ltd
SH C 1010,S,0.6,Angus,Stet Potato Ltd
CAMEL,S,2.4,Angus,Stet Potato Ltd
RAMOS,S,2,Angus,Stet Potato Ltd
EUROSTAR,S,2.9,Angus,Stet Potato Ltd
EUROSTAR,E,3.3,Angus,Stet Potato Ltd
MARIS PIPER,S,8.4,Angus,D Geddes (Farms) Ltd
CAMEL,S,1.8,Angus,Stet Potato Ltd
MARIS PIPER,S,16.2,Angus,D Geddes (Farms) Ltd
MARIS PIPER,S,5.3,Angus,D Geddes (Farms) Ltd
RAMOS,S,4.8,Angus,Stet Potato Ltd
MARIS PIPER,S,8,Angus,D Geddes (Farms) Ltd
MARIS PIPER,S,14.9,Angus,D Geddes (Farms) Ltd
MARIS PIPER,E,26.3,Angus,D Geddes (Farms) Ltd
MARIS PIPER,SE,4.5,Angus,D Geddes (Farms) Ltd
MARIS PIPER,E,5.2,Angus,D Geddes (Farms) Ltd
MARIS PIPER,E,7.5,Angus,D Geddes (Farms) Ltd
MARIS PIPER,E,3.9,Angus,D Geddes (Farms) Ltd
EUROSTAR,S,0.8,Angus,Stet Potato Ltd
MARIS PIPER,E,3.9,Angus,D Geddes (Farms) Ltd
MARIS PIPER,E,5.6,Angus,D Geddes (Farms) Ltd
TYSON,PB,0.02,Inverness,Stet for Greenvale AP
RAMOS,S,8.8,Angus,Stet Potato Ltd
CULTRA,S,2.4,Angus,Cullen Allen Ltd
MARIS PIPER,SE,7,Angus,D Geddes (Farms) Ltd
CULTRA,S,4.8,Angus,Cullen Allen Ltd
MARIS PIPER,SE,9.5,Angus,D Geddes (Farms) Ltd
MARIS PIPER,SE,4.5,Angus,D Geddes (Farms) Ltd
NECTAR,PB,0.04,Inverness,IPM Potato Group Ltd
JAZZY,PB,0.04,Inverness,Meijer Potato UK
ROYAL,S,5.8,Angus,McCain Potatoes
ADIB,S,1.2,Angus,Cullen Allen Ltd
ROOSTER,PB,0.04,Inverness,IPM Potato Group Ltd
MARIS PIPER,S,7.6,Angus,D Geddes (Farms) Ltd
PANTHER,PB,0.16,Inverness,HZPC UK Limited
MARIS PEER,S,2.5,Perth,Alexander Bayne & Son
DAISY,PB,0.22,Inverness,McCain Potatoes
MARIS PEER,SE,4.8,Perth,Alexander Bayne & Son
MOZART,PB,0.3,Inverness,HZPC UK Limited
SAXON,S,1.2,Perth,Cygnet Potato Breeders Ltd
BROOKE,PB,0.36,Inverness,Saltire Seed Ltd
INNOVATOR,PB,0.5,Inverness,HZPC UK Limited
CARUSO,PB,0.9,Inverness,W W Martin & Son Potatoes Limited
SAXON,S,3.2,Perth,Cygnet Potato Breeders Ltd
SAXON,S,4,Perth,Cygnet Potato Breeders Ltd
SAGITTA,PB,1,Inverness,HZPC UK Limited
LADY ROSETTA,PB,0.2,Inverness,Meijer Potato UK
LADY ALICIA,PB,0.42,Ross,Meijer Potato UK
ELLAND,S,2.1,Angus,Cygnet Potato Breeders Ltd
HERMES,S,1.3,Angus,Messrs D C Pate & Cygnet PEP Ltd
EUROSTAR,S,6.8,Angus,Stet Potato Ltd
HERMES,SE,3.9,Angus,Messrs D C Pate & Cygnet PEP Ltd
HERMES,S,4.4,Angus,Messrs D C Pate & Cygnet PEP Ltd
CARA,S,1.3,Kincardine,Grampian Growers
CARA,S,5.7,Kincardine,Grampian Growers
CARA,SE,6.5,Kincardine,Grampian Growers
GEMSON,S,0.7,Kincardine,Grampian Growers
GEMSON,SE,1.3,Kincardine,Grampian Growers
GEMSON,SE,1.5,Kincardine,Grampian Growers
GEMSON,SE,4.5,Kincardine,Grampian Growers
CARA,SE,8,Kincardine,Grampian Growers
WILJA,S,0.9,Kincardine,S E Wilja Growers
OPAL,S,2.4,Angus,Solana Seeds United Kingdom Ltd
WILJA,SE,3.1,Kincardine,S E Wilja Growers
ROYAL,S,5.4,Kincardine,McCain Potatoes
INNOVATOR,SE,2.7,Kincardine,McCain Potatoes
INNOVATOR,S,3.7,Kincardine,McCain Potatoes
CABARET,S,3.6,Angus,Cygnet Potato Breeders Ltd
CABARET,S,2.4,Angus,Cygnet Potato Breeders Ltd
MARKIES,S,1,Angus,Agrico UK Ltd
MARKIES,S,2.7,Angus,Agrico UK Ltd
MARKIES,S,5.1,Angus,Agrico UK Ltd
AMANDA,S,2.3,Angus,Solana Seeds United Kingdom Ltd
BABY LOU,S,1.1,Angus,Solana Seeds United Kingdom Ltd
ARSENAL,S,1,Angus,Agrico UK Ltd
ARSENAL,S,4.8,Angus,Agrico UK Ltd
CARUSO,S,1,Angus,Solana Seeds United Kingdom Ltd
CARUSO,SE,9.1,Angus,Solana Seeds United Kingdom Ltd
EDISON,S,6.2,Angus,Solana Seeds United Kingdom Ltd
SORAYA,S,1.2,Angus,Cullen Allen Ltd
SORAYA,S,2.7,Angus,Cullen Allen Ltd
ELLAND,E,0.6,Angus,Cygnet Potato Breeders Ltd
NAVAN,PB,0.22,Ross,Cygnet Potato Breeders Ltd
ROYAL,PB,0.77,Ross,McCain Potatoes
ROYAL,S,4,Ross,McCain Potatoes
KING RUSSET,PB,1.42,Ross,McCain Potatoes
KING RUSSET,S,3.7,Ross,McCain Potatoes
INNOVATOR,PB,0.89,Ross,McCain Potatoes
AMORA,SE,0.2,Ross,Mercian Limited
AMORA,SE,2.5,Ross,Mercian Limited
MORENE,PB,1,Ross,McCain Potatoes
PREMIERE,PB,1.37,Ross,McCain Potatoes
SHEPODY,PB,0.83,Ross,McCain Potatoes
SHEPODY,S,2.5,Ross,McCain Potatoes
PENTLAND DELL,PB,0.25,Ross,McCain Potatoes
WILJA,E,2,Perth,G L Smith & Son
PENTLAND DELL,S,3,Ross,McCain Potatoes
KING RUSSET,S,2.5,Ross,McCain Potatoes
NAVAN,PB,0.03,Ross,Cygnet Potato Breeders Ltd
MARIOLA,E,2.3,Angus,Albert Bartlett & Sons (Airdrie) Ltd
SPUNTA,S,5.5,Angus,Cygnet PEP Ltd
MARKIES,S,4.9,Berwick,Agrico UK Ltd
MARKIES,S,1,Berwick,Agrico UK Ltd
MARKIES,S,8.4,Berwick,Agrico UK Ltd
BABYLON,S,0.7,Roxburgh,Agrico UK Ltd
BABYLON,S,5.4,Roxburgh,Agrico UK Ltd
MANITOU,S,0.4,Roxburgh,Agrico UK Ltd
CHARLOTTE,SE,0.2,Kincardine,Westerton Farmers
MARFONA,S,1,Roxburgh,Agrico UK Ltd
MARFONA,S,3.5,Roxburgh,Agrico UK Ltd
MARFONA,SE,4.8,Roxburgh,Agrico UK Ltd
ARSENAL,S,1,Roxburgh,Agrico UK Ltd
ARSENAL,S,5,Roxburgh,Agrico UK Ltd
ARSENAL,S,3,Roxburgh,Agrico UK Ltd
BROOKE,S,2.5,Kincardine,Saltire Seed Ltd
BROOKE,S,2.2,Kincardine,Saltire Seed Ltd
FONTANE,S,2.7,Roxburgh,Agrico UK Ltd
BROOKE,S,3.8,Kincardine,Saltire Seed Ltd
BROOKE,S,3.8,Kincardine,Saltire Seed Ltd
MARIS PIPER,SE,4.2,Angus,Peter J Stirling Ltd
CARA,S,1.9,Perth,Balgersho Farms Ltd
KING EDWARD,S,2.8,Perth,Balgersho Farms Ltd
MARIS PIPER,S,2.8,Angus,Peter J Stirling Ltd
DESIREE,S,1.4,Perth,Balgersho Farms Ltd
CHARLOTTE,S,3,Perth,Balgersho Farms Ltd
MARIS PEER,S,0.5,Perth,Balgersho Farms Ltd
MARIS PEER,SE,1.7,Perth,Balgersho Farms Ltd
MARIS PIPER,S,2,Perth,Balgersho Farms Ltd
CARA,E,6,Fife,Robert J S Doig Ltd
MARIS PIPER,SE,1.8,Perth,Balgersho Farms Ltd
MARIS PIPER,SE,1,Fife,Robert J S Doig Ltd
VALOR,SE,2.5,Fife,Caledonia Potatoes Ltd
RUSSET BURBANK,S,5.4,Angus,McCain Potatoes
RUSSET BURBANK,S,2.1,Angus,McCain Potatoes
KING EDWARD,S,0.8,Perth,Balgersho Farms Ltd
CALEDONIAN ROSE,E,3.2,Perth,Caledonia Potatoes Ltd
KING EDWARD,S,3.3,Perth,Balgersho Farms Ltd
MARIS PIPER,SE,2.4,Perth,Robert J S Doig Ltd
MARVEL,SE,1.1,Perth,Caledonia Potatoes Ltd
KESTREL,SE,3.2,Perth,Caledonia Potatoes Ltd
CHARLOTTE,S,1.2,Perth,Balgersho Farms Ltd
CALEDONIAN ROSE,SE,2.5,Perth,Caledonia Potatoes Ltd
CHARLOTTE,S,2,Perth,Balgersho Farms Ltd
CALEDONIAN PHOENIX,E,1.5,Perth,Caledonia Potatoes Ltd
CARA,S,2.6,Perth,Balgersho Farms Ltd
APACHE,SE,1.3,Perth,Caledonia Potatoes Ltd
PENTLAND JAVELIN,S,1.3,Perth,Balgersho Farms Ltd
FOREMOST,S,1.1,Perth,Balgersho Farms Ltd
BROOKE,S,8,Berwick,Greenseed International
WILJA,E,1.9,Perth,Balgersho Farms Ltd
HERMES,SE,4,Kinross,Caledonia Potatoes Ltd
RED DUKE OF YORK,SE,1.9,Perth,Balgersho Farms Ltd
HERMES,SE,2,Kinross,Robert J S Doig Ltd
MARVEL,E,0.2,Kinross,Caledonia Potatoes Ltd
KINGSMAN,S,1.2,Roxburgh,Cygnet Potato Breeders Ltd
CARA,SE,3.3,Perth,Balgersho Farms Ltd
HARMONY,SE,2.5,Kinross,Caledonia Potatoes Ltd
PENTLAND JAVELIN,S,2.4,Perth,Balgersho Farms Ltd
INNOVATOR,S,11,Angus,McCain Potatoes
SAXON,S,0.9,Berwick,Cygnet Potato Breeders Ltd
MARVEL,E,0.2,Kinross,Caledonia Potatoes Ltd
NIETA,S,1.2,Angus,Bennett Seed Exports Ltd
SHARPE'S EXPRESS,E,1.7,Perth,Balgersho Farms Ltd
OSPREY,SE,2.5,Kinross,Caledonia Potatoes Ltd
FOREMOST,S,1.8,Perth,Balgersho Farms Ltd
HERMES,SE,0.2,Kinross,Caledonia Potatoes Ltd
PENTLAND CROWN,S,0.5,Perth,Balgersho Farms Ltd
SAXON,S,1.2,Roxburgh,Cygnet Potato Breeders Ltd
DUKE OF YORK,S,0.7,Perth,Balgersho Farms Ltd
PENTLAND JAVELIN,S,0.8,Perth,Balgersho Farms Ltd
HERMES,SE,6,Kinross,Robert J S Doig Ltd
SAXON,S,5,Roxburgh,Cygnet Potato Breeders Ltd
PENTLAND JAVELIN,S,1.9,Perth,Balgersho Farms Ltd
SAXON,S,1.4,Roxburgh,Cygnet Potato Breeders Ltd
MANHATTAN,S,1,Roxburgh,Cygnet Potato Breeders Ltd
MANHATTAN,S,3.6,Roxburgh,Cygnet Potato Breeders Ltd
CARA,S,2.2,Banff,Greenvale AP
MARFONA,S,3.5,Roxburgh,Strathmore Potatoes Ltd
ATLANTIC,S,1.5,Banff,Cygnet PEP Ltd
BELANA,SE,8,Fife,Robert J S Doig Ltd
WINSTON,SE,0.8,Perth,Caledonia Potatoes Ltd
WINSTON,SE,1.6,Perth,Caledonia Potatoes Ltd
MARIS PIPER,S,1,Angus,J & R Black
WINSTON,SE,1.6,Perth,Caledonia Potatoes Ltd
SPUNTA,S,1.6,Banff,Cygnet PEP Ltd
WINSTON,SE,1,Perth,Caledonia Potatoes Ltd
SWIFT,SE,3,Perth,Caledonia Potatoes Ltd
GEMSON,S,0.9,Angus,Grampian Growers
GEMSON,S,0.9,Angus,Grampian Growers
OSPREY,SE,5,Fife,Caledonia Potatoes Ltd
CALEDONIAN PEARL,E,1.5,Perth,Caledonia Potatoes Ltd
MARKIES,S,1.1,Angus,Agrico UK Ltd
MARKIES,S,7.1,Angus,Agrico UK Ltd
SWIFT,SE,2.5,Perth,Caledonia Potatoes Ltd
KESTREL,SE,1.5,Perth,Caledonia Potatoes Ltd
APACHE,SE,1.2,Perth,Caledonia Potatoes Ltd
ATLANTIC,S,9.8,Banff,Cygnet PEP Ltd
MARVEL,SE,0.6,Perth,Caledonia Potatoes Ltd
HERMES,S,3.5,Banff,Cygnet PEP Ltd
HERMES,SE,1,Perth,Caledonia Potatoes Ltd
BURREN,SE,12,Banff,IPM Potato Group Ltd
BUTE,SE,1.5,Perth,Caledonia Potatoes Ltd
AMBO,SE,2,Aberdeen,IPM Potato Group Ltd
NIETA,S,0.7,Angus,Bennett Seed Exports Ltd
VALOR,SE,7,Perth,Caledonia Potatoes Ltd
NIETA,S,1.5,Angus,Bennett Seed Exports Ltd
MARVEL,E,1,Fife,Caledonia Potatoes Ltd
GALACTICA,S,0.7,Aberdeen,IPM Potato Group Ltd
CARA,SE,4,Fife,Robert J S Doig Ltd
GALACTICA,SE,4,Aberdeen,IPM Potato Group Ltd
APACHE,SE,2,Fife,Caledonia Potatoes Ltd
MARVEL,E,1,Fife,Caledonia Potatoes Ltd
HERMES,S,0.2,Aberdeen,Cygnet PEP Ltd
HERMES,S,1.3,Aberdeen,Cygnet PEP Ltd
HERMES,S,12.3,Aberdeen,Cygnet PEP Ltd
NADINE,SE,1.3,Fife,Caledonia Potatoes Ltd
NECTAR,S,0.8,Aberdeen,IPM Potato Group Ltd
NECTAR,SE,5,Aberdeen,IPM Potato Group Ltd
DESIREE,S,0.3,Banff,Ian G Donald (Potatoes) Ltd
DESIREE,S,5.1,Banff,Ian G Donald (Potatoes) Ltd
VANILLA,S,0.7,Banff,IPM Potato Group Ltd
VANILLA,SE,2.5,Banff,IPM Potato Group Ltd
BURREN,S,1.4,Banff,IPM Potato Group Ltd
HERMES,S,4,Banff,Cygnet PEP Ltd
PENTLAND DELL,S,9,Banff,Ian G Donald (Potatoes) Ltd
PENTLAND DELL,S,5.5,Banff,Ian G Donald (Potatoes) Ltd
SPUNTA,S,0.4,Banff,Cygnet PEP Ltd
DESIREE,S,0.7,Banff,Ian G Donald (Potatoes) Ltd
TYSON,S,1,Berwick,Stet for Greenvale AP
HERMES,S,0.6,Banff,Cygnet PEP Ltd
HERMES,S,0.8,Banff,Cygnet PEP Ltd
ROYAL,S,1.5,Banff,McCain Potatoes
INNOVATOR,S,3.6,Banff,McCain Potatoes
LADY CLAIRE,S,9.1,Berwick,Meijer Potato UK
LADY CLAIRE,S,6,Berwick,Meijer Potato UK
INNOVATOR,S,0.8,Banff,McCain Potatoes
LADY CLAIRE,S,2,Berwick,Meijer Potato UK
RUSSET BURBANK,S,5.4,Aberdeen,McCain Potatoes
RUSSET BURBANK,S,1.2,Aberdeen,McCain Potatoes
LADY ROSETTA,S,11,Berwick,Meijer Potato UK
RUSSET BURBANK,S,2.3,Aberdeen,McCain Potatoes
MELODY,S,7,Berwick,Meijer Potato UK
RUSSET BURBANK,S,6.5,Banff,McCain Potatoes
